fid,cngdegrees,xcoord,ycoord
0,0,73.6570465195719,1.73400277293086
0,0.01,73.6570401166692,1.744002770881
0,0.02,73.6570337137665,1.75400276883114
0,0.03,73.6570273108638,1.76400276678128
0,0.04,73.6570209079612,1.77400276473142
0,0.05,73.6570145050585,1.78400276268157
0,0.06,73.6570081021558,1.79400276063171
0,0.07,73.6570016992531,1.80400275858185
0,0.08,73.6569952963504,1.81400275653199
0,0.09,73.6569888934477,1.82400275448213
0,0.1,73.656982490545,1.83400275243227
0,0.11,73.6569760876423,1.84400275038242
0,0.12,73.6569696847397,1.85400274833256
0,0.13,73.656963281837,1.8640027462827
0,0.14,73.6569568789343,1.87400274423284
0,0.15,73.6569504760316,1.88400274218298
0,0.16,73.6569440731289,1.89400274013312
0,0.17,73.6569376702262,1.90400273808327
0,0.18,73.6569312673235,1.91400273603341
0,0.19,73.6569248644209,1.92400273398355
0,0.2,73.6569184615182,1.93400273193369
0,0.21,73.6569120586155,1.94400272988383
0,0.22,73.6569056557128,1.95400272783397
0,0.23,73.6568992528101,1.96400272578412
0,0.24,73.6568928499074,1.97400272373426
0,0.25,73.6568864470047,1.9840027216844
0,0.26,73.6568800441021,1.99400271963454
0,0.27,73.6568736411994,2.00400271758468
0,0.28,73.6568672382967,2.01400271553482
0,0.29,73.656860835394,2.02400271348497
0,0.3,73.6568544324913,2.03400271143511
0,0.31,73.6568480295886,2.04400270938525
0,0.32,73.6568416266859,2.05400270733539
0,0.33,73.6568352237833,2.06400270528553
0,0.34,73.6568288208806,2.07400270323567
0,0.35,73.6568224179779,2.08400270118582
0,0.36,73.6568160150752,2.09400269913596
0,0.37,73.6568096121725,2.1040026970861
0,0.38,73.6568032092698,2.11400269503624
0,0.39,73.6567968063671,2.12400269298638
0,0.4,73.6567904034645,2.13400269093652
0,0.41,73.6567840005618,2.14400268888667
0,0.42,73.6567775976591,2.15400268683681
0,0.43,73.6567711947564,2.16400268478695
0,0.44,73.6567647918537,2.17400268273709
0,0.45,73.656758388951,2.18400268068723
0,0.46,73.6567519860483,2.19400267863737
0,0.47,73.6567455831456,2.20400267658752
